Period AUD CNY BRL GBP USD
2009-07-14 1.7689 9.5599 2.7537 0.85755 1.3991
2009-07-13 1.801 9.5487 2.785 0.8678 1.3975
2009-07-10 1.794 9.4983 2.8084 0.858 1.3901
2009-07-09 1.7831 9.5575 2.8025 0.8606 1.399
2009-07-08 1.7728 9.4984 2.7686 0.86495 1.3901
2009-07-07 1.7484 9.5788 2.7321 0.8638 1.4019
2009-07-06 1.7605 9.4979 2.7401 0.8612 1.3897
2009-07-03 1.7552 9.5714 2.7271 0.85625 1.4009
2009-07-02 1.7525 9.5974 2.7222 0.8573 1.4049
2009-07-01 1.7485 9.6319 2.7367 0.8562 1.4096
2009-06-30 1.7359 9.6545 2.7469 0.8521 1.4134
2009-06-29 1.7451 9.607 2.7209 0.84865 1.4058
2009-06-26 1.7457 9.6329 2.721 0.8543 1.4096
2009-06-25 1.7488 9.5276 2.7368 0.8567 1.394
2009-06-24 1.7566 9.5857 2.7652 0.8493 1.4029
2009-06-23 1.7744 9.5537 2.8152 0.85735 1.3978
2009-06-22 1.742 9.4728 2.7612 0.84255 1.3858
2009-06-19 1.7283 9.5242 2.7325 0.84715 1.3932
2009-06-18 1.7528 9.5139 2.7519 0.8583 1.392
2009-06-17 1.7528 9.463 2.7427 0.8522 1.384
2009-06-16 1.7324 9.4926 2.6887 0.8437 1.389
2009-06-15 1.7285 9.4684 2.6851 0.8472 1.385
2009-06-12 1.7255 9.5701 2.7099 0.8538 1.4004
2009-06-11 1.7209 9.5475 2.725 0.8507 1.3969
2009-06-10 1.7387 9.6365 2.7136 0.8583 1.4102
2009-06-09 1.7571 9.5415 2.7084 0.8632 1.3959
2009-06-08 1.759 9.4803 2.7388 0.8709 1.3866
2009-06-05 1.7606 9.6871 2.7345 0.8792 1.4177
2009-06-04 1.7732 9.6313 2.7713 0.8689 1.4095
2009-06-03 1.7414 9.7044 2.7466 0.8597 1.4207
2009-06-02 1.7443 9.7261 2.7677 0.8652 1.4238
2009-06-01 1.7552 9.7073 2.7752 0.868 1.422
2009-05-29 1.7671 9.6263 2.832 0.8729 1.4098
2009-05-28 1.7753 9.461 2.8136 0.87 1.3856
2009-05-27 1.7773 9.4917 2.7991 0.8706 1.3901
2009-05-26 1.7949 9.5 2.8318 0.876 1.3908
2009-05-25 1.7924 9.5601 2.8322 0.8803 1.401
2009-05-22 1.7832 9.5334 2.8254 0.8781 1.3972
2009-05-21 1.7861 9.3983 2.8034 0.879 1.3771
2009-05-20 1.7655 9.3434 2.7819 0.8826 1.369
2009-05-19 1.7563 9.2896 2.7959 0.8794 1.3612
2009-05-18 1.7776 9.2124 2.8217 0.8825 1.3494
2009-05-15 1.7924 9.2271 2.833 0.8905 1.3518
2009-05-14 1.8115 9.2567 2.8759 0.8981 1.3563
2009-05-13 1.7883 9.2942 2.8369 0.8998 1.3623
2009-05-12 1.7858 9.334 2.8039 0.8934 1.3683
2009-05-11 1.7835 9.2615 2.8151 0.8986 1.3574
2009-05-08 1.7702 9.1583 2.8066 0.8907 1.3425
2009-05-07 1.7591 9.116 2.806 0.8847 1.3363
2009-05-06 1.7917 9.0877 2.8549 0.8861 1.3322
2009-05-05 1.7998 9.1407 2.8339 0.8859 1.3403
2009-05-04 1.803 9.0221 2.8605 0.8897 1.3223
2009-04-30 1.8146 9.0575 2.885 0.89335 1.3275
2009-04-29 1.8434 9.0547 2.8973 0.89875 1.3266
2009-04-28 1.8511 8.8692 2.9081 0.89035 1.2992
2009-04-27 1.8397 8.961 2.9121 0.90075 1.3125
2009-04-24 1.8402 9.0339 2.9014 0.906 1.3232
2009-04-23 1.8304 8.913 2.8727 0.8968 1.305
2009-04-22 1.837 8.8428 2.8866 0.8882 1.2947
2009-04-21 1.8509 8.8354 2.9052 0.8886 1.2932
2009-04-20 1.8386 8.8604 2.8761 0.8896 1.2966
2009-04-17 1.8125 8.922 2.8366 0.8828 1.3058
2009-04-16 1.8315 9.0163 2.8771 0.8856 1.3196
2009-04-15 1.8352 9.0001 2.9223 0.8821 1.3173
2009-04-14 1.8221 9.0702 2.8859 0.8915 1.3276
2009-04-09 1.8595 9.0717 2.9044 0.9044 1.3273
2009-04-08 1.8644 9.0446 2.9241 0.89935 1.3231
2009-04-07 1.8715 9.0622 2.9704 0.90505 1.3255
2009-04-06 1.8954 9.2242 2.9853 0.9052 1.3496
2009-04-03 1.8813 9.1757 2.9816 0.9093 1.3425
2009-04-02 1.8797 9.1533 3.0049 0.9129 1.3392
2009-04-01 1.9081 9.0527 3.0572 0.9206 1.3246
2009-03-31 1.9216 9.0942 3.0767 0.9308 1.3308
2009-03-30 1.9386 9.0893 3.0608 0.9291 1.3193
2009-03-27 1.923 9.0838 3.0178 0.9285 1.3295
2009-03-26 1.9349 9.2191 3.0426 0.9316 1.3607
2009-03-25 1.931 9.2176 3.0442 0.92425 1.3494
2009-03-24 1.9341 9.2247 3.0581 0.9206 1.3507
2009-03-23 1.9475 9.2623 3.0522 0.92945 1.3558
2009-03-20 1.9685 9.2509 3.0519 0.9395 1.3549
2009-03-19 1.9771 9.3352 3.0624 0.9405 1.3671
2009-03-18 1.984 8.974 2.9982 0.9391 1.313
2009-03-17 1.9624 8.8487 2.9523 0.9265 1.2942
2009-03-16 1.9679 8.9183 2.9706 0.92055 1.3042
2009-03-13 1.9587 8.8244 2.9589 0.922 1.2905
2009-03-12 1.9785 8.7414 2.9724 0.9308 1.2782
2009-03-11 1.9657 8.7461 2.974 0.9255 1.2786
2009-03-10 1.9842 8.7451 3.0203 0.9229 1.2783
2009-03-09 1.9883 8.5945 2.9981 0.9114 1.2565
2009-03-06 1.9783 8.6581 3.0244 0.89 1.2658
2009-03-05 1.9573 8.5885 2.9954 0.8903 1.2555
2009-03-04 1.957 8.5915 3.0172 0.8902 1.2555
2009-03-03 1.9619 8.6303 3.0468 0.89575 1.2615
2009-03-02 1.9869 8.623 3.0409 0.8933 1.2596
2009-02-27 1.9891 8.6482 3.0093 0.8931 1.2644
2009-02-26 1.959 8.7429 3.0144 0.8913 1.2782
2009-02-25 1.9685 8.7485 3.0503 0.8884 1.2795
2009-02-24 1.9797 8.7264 3.0558 0.8797 1.2763
2009-02-23 1.9796 8.7487 3.0459 0.878 1.2798
2009-02-20 1.9746 8.6087 2.997 0.881 1.2591
2009-02-19 1.9597 8.6844 2.952 0.8823 1.2705
2009-02-18 1.9726 8.6131 2.933 0.8846 1.2596
2009-02-17 1.975 8.641 2.9121 0.8851 1.2634
2009-02-16 1.9622 8.7236 2.8958 0.8945 1.2765
2009-02-13 1.9404 8.7626 2.9137 0.88415 1.2823
2009-02-12 1.9844 8.7703 2.9468 0.903 1.2833
2009-02-11 1.9745 8.8409 2.9763 0.9 1.2938
2009-02-10 1.94 8.8598 2.9208 0.8771 1.2967
2009-02-09 1.9257 8.8894 2.917 0.871 1.3008
2009-02-06 1.9407 8.7453 2.9229 0.8706 1.2796
2009-02-05 1.9772 8.7708 2.9559 0.878 1.2829
2009-02-04 2.0006 8.7598 2.9618 0.8901 1.2818
2009-02-03 2.0113 8.7891 2.9841 0.9029 1.2849
2009-02-02 2.0318 8.7389 3.005 0.90335 1.276
2009-01-30 2.0115 8.7636 2.964 0.89785 1.2816
2009-01-29 1.9942 8.9653 2.9795 0.91725 1.3111
2009-01-28 1.9815 9.0672 3.0381 0.92725 1.326
2009-01-27 1.9884 9.0084 3.0462 0.9352 1.3174
2009-01-26 1.9773 8.8826 3.005 0.9395 1.299
2009-01-23 1.9836 8.7492 3.0121 0.9387 1.2795
2009-01-22 1.9799 8.8773 3.0259 0.9441 1.2984
2009-01-21 1.9937 8.8276 3.0597 0.9386 1.291
2009-01-20 1.9662 8.8422 3.05 0.9311 1.293
2009-01-19 1.9628 9.0111 3.0813 0.9047 1.3182
2009-01-16 1.9611 9.0732 3.0853 0.8893 1.327
2009-01-15 1.9818 8.9453 3.1307 0.8966 1.3085
2009-01-14 1.9769 9.004 3.0598 0.9083 1.3173
2009-01-13 1.9874 9.0634 3.0785 0.9112 1.3262
2009-01-12 1.9478 9.1575 3.0656 0.8956 1.3394
2009-01-09 1.9371 9.3538 3.1228 0.8948 1.3684
2009-01-08 1.9357 9.3068 3.0902 0.8933 1.3617
2009-01-07 1.8831 9.2908 2.9977 0.9043 1.3595
2009-01-06 1.8727 9.1138 2.9517 0.9176 1.3332
2009-01-05 1.9189 9.2781 3.1619 0.9358 1.3582
2009-01-02 1.9884 9.4608 3.2456 0.961 1.3866
2008-12-31 2.0274 9.4956 3.2436 0.9525 1.3917
2008-12-30 2.0435 9.6364 3.3127 0.9742 1.4098
2008-12-29 2.0595 9.7788 3.3777 0.97855 1.427
2008-12-24 2.054 9.579 3.3338 0.9493 1.4005
2008-12-23 2.0442 9.5728 3.3219 0.94395 1.3978
2008-12-22 2.0393 9.5708 3.3077 0.9432 1.397
2008-12-19 2.047 9.544 3.3024 0.9287 1.394
2008-12-18 2.0735 9.982 3.4374 0.9509 1.4616
2008-12-17 2.0469 9.6103 3.3228 0.91855 1.4059
2008-12-16 2.0374 9.3729 3.2705 0.8936 1.369
2008-12-15 2.0246 9.2544 3.2481 0.8994 1.351
2008-12-12 2.0291 9.1282 3.1993 0.89235 1.334
2008-12-11 1.9889 9.054 3.1663 0.8869 1.3215
2008-12-10 1.9665 8.8708 3.2406 0.87325 1.2925
2008-12-09 1.9596 8.8242 3.1845 0.8711 1.2838
2008-12-08 1.9377 8.8436 3.158 0.8651 1.2854
2008-12-05 1.9895 8.715 3.2246 0.8666 1.2665
2008-12-04 1.9634 8.6847 3.131 0.8626 1.262
2008-12-03 1.9625 8.6884 3.039 0.85475 1.2623
2008-12-02 1.9602 8.7444 2.9546 0.84695 1.2697
2008-12-01 1.9649 8.6804 2.9823 0.84155 1.2608
2008-11-28 1.9533 8.6988 2.9707 0.8299 1.2727
2008-11-27 1.9689 8.8081 2.9077 0.8358 1.29
2008-11-26 1.9992 8.8329 3.0393 0.8456 1.2935
2008-11-25 2.0086 8.7448 3.0243 0.85375 1.2811
2008-11-24 1.9936 8.7219 3.0215 0.8517 1.2773
2008-11-21 2.0278 8.6086 3.0627 0.841 1.2602
2008-11-20 1.9927 8.5718 3.0198 0.8421 1.2542
2008-11-19 1.9547 8.6271 2.9887 0.8398 1.2634
2008-11-18 1.9511 8.64 2.9279 0.8421 1.2653
2008-11-17 1.943 8.6429 2.9148 0.84825 1.266
2008-11-14 1.9301 8.6497 2.9419 0.8598 1.2675
2008-11-13 1.9596 8.5546 2.9083 0.8442 1.2525
2008-11-12 1.8992 8.5574 2.8484 0.8231 1.253
2008-11-11 1.9028 8.7 2.8069 0.8147 1.2747
2008-11-10 1.8641 8.8002 2.7315 0.8165 1.2891
2008-11-07 1.9096 8.7066 2.7851 0.80845 1.2756
2008-11-06 1.8773 8.7155 2.7305 0.805 1.277
2008-11-05 1.8609 8.7879 2.742 0.8065 1.287
2008-11-04 1.8554 8.7638 2.7525 0.8075 1.282
2008-11-03 1.9102 8.7678 2.8096 0.7969 1.2822
2008-10-31 1.9247 8.7252 2.6906 0.7869 1.2757
2008-10-30 1.9204 8.9133 2.7521 0.7907 1.3035
2008-10-29 1.9672 8.7436 2.7782 0.7958 1.277
2008-10-28 2.0037 8.5665 2.757 0.7979 1.2526
2008-10-27 2.0396 8.538 2.8469 0.8063 1.246
2008-10-24 2.0506 8.6198 2.9916 0.8061 1.2596
2008-10-23 1.9372 8.7561 3.2362 0.7917 1.281
2008-10-22 1.9073 8.777 3.0008 0.78815 1.2843
2008-10-21 1.928 9.0096 2.8372 0.777 1.3184
2008-10-20 1.936 9.1685 2.8329 0.77165 1.3424
2008-10-17 1.9617 9.1603 2.8745 0.7751 1.3404
2008-10-16 2.0018 9.2249 3.0452 0.78265 1.3507
2008-10-15 1.9571 9.3086 2.8435 0.77615 1.3625
2008-10-14 1.9066 9.405 2.8258 0.78105 1.3752
2008-10-13 2.032 9.3097 3.022 0.7854 1.3639
2008-10-10 2.0538 9.2822 3.1232 0.798 1.3579
2008-10-09 1.9503 9.3318 3.062 0.7895 1.3682
2008-10-08 2.0022 9.3606 3.341 0.7809 1.3731
2008-10-07 1.8785 9.2928 2.9602 0.77725 1.3632
2008-10-06 1.8218 9.3297 2.8922 0.7728 1.3634
2008-10-03 1.78 9.4742 2.8411 0.78355 1.3834
2008-10-02 1.7676 9.5215 2.7201 0.7872 1.3903
2008-10-01 1.7658 9.6434 2.6829 0.7919 1.4081
2008-09-30 1.7739 9.7954 2.7525 0.7903 1.4303
2008-09-29 1.7615 9.8269 2.7115 0.7959 1.4349
2008-09-26 1.7664 10.0262 2.7091 0.79475 1.464
2008-09-25 1.7491 10.021 2.7235 0.792 1.47
2008-09-24 1.7558 10.024 2.7024 0.79235 1.469
2008-09-23 1.7511 10.037 2.67 0.79505 1.4731
2008-09-22 1.7436 9.952 2.6283 0.792 1.4571
2008-09-19 1.7505 9.7303 2.628 0.7873 1.4236
2008-09-18 1.7961 9.9107 2.7169 0.7944 1.4502
2008-09-17 1.7905 9.7249 2.5831 0.79515 1.4224
2008-09-16 1.7958 9.7715 2.5945 0.7975 1.4267
2008-09-15 1.7544 9.6864 2.5871 0.79395 1.4151
2008-09-12 1.7442 9.6282 2.536 0.7962 1.4066
2008-09-11 1.7524 9.5399 2.5243 0.7941 1.3934
2008-09-10 1.7541 9.6382 2.5159 0.802 1.4094
2008-09-09 1.7387 9.6718 2.4591 0.803 1.4144
2008-09-08 1.7346 9.7271 2.4199 0.8072 1.4214
2008-09-05 1.7608 9.7481 2.4622 0.8093 1.4247
2008-09-04 1.7328 9.9047 2.4315 0.813 1.4488
2008-09-03 1.7343 9.8826 2.4064 0.8133 1.4441
2008-09-02 1.7394 9.9285 2.4027 0.81295 1.4516
2008-09-01 1.7136 9.9797 2.4011 0.81165 1.4621
2008-08-29 1.7066 10.0714 2.4071 0.805 1.4735
2008-08-28 1.7045 10.0849 2.3922 0.8047 1.4771
2008-08-27 1.7114 10.0977 2.3959 0.7997 1.4767
2008-08-26 1.712 9.9923 2.3985 0.7953 1.4598
2008-08-25 1.7021 10.1126 2.3979 0.7966 1.4767
2008-08-22 1.702 10.1188 2.3893 0.7966 1.4808
2008-08-21 1.7011 10.139 2.3922 0.7936 1.4814
2008-08-20 1.6924 10.0996 2.3903 0.79315 1.4734
2008-08-19 1.6931 10.0765 2.4132 0.7885 1.4677
2008-08-18 1.6837 10.1031 2.4025 0.7881 1.4704
2008-08-15 1.7031 10.1188 2.3994 0.7907 1.4729
2008-08-14 1.701 10.2262 2.3983 0.7953 1.4907
2008-08-13 1.712 10.219 2.4127 0.7942 1.4903
2008-08-12 1.7048 10.231 2.4134 0.7844 1.4907
2008-08-11 1.685 10.2948 2.4094 0.78165 1.5012
2008-08-08 1.6885 10.339 2.436 0.7841 1.5074
2008-08-07 1.6986 10.6153 2.4356 0.79255 1.5471
2008-08-06 1.692 10.5996 2.4333 0.79205 1.5478
2008-08-05 1.689 10.6173 2.4308 0.79285 1.5487
2008-08-04 1.6697 10.665 2.4325 0.79165 1.5566
2008-08-01 1.6662 10.6565 2.4353 0.78785 1.5574
2008-07-31 1.6545 10.6651 2.4419 0.78895 1.5611
2008-07-30 1.6468 10.6429 2.4405 0.7867 1.5589
2008-07-29 1.6454 10.7209 2.4734 0.78975 1.5705
2008-07-28 1.6466 10.765 2.4735 0.7925 1.5746
2008-07-25 1.6438 10.7275 2.4808 0.7888 1.5734
2008-07-24 1.6319 10.7057 2.4718 0.789 1.5677
2008-07-23 1.633 10.7506 2.488 0.7872 1.5741
2008-07-22 1.6284 10.8595 2.5168 0.79355 1.5919
2008-07-21 1.626 10.831 2.5122 0.7946 1.5858
2008-07-18 1.6288 10.7816 2.5179 0.79315 1.5816
2008-07-17 1.6246 10.8111 2.519 0.7914 1.5849
2008-07-16 1.627 10.8218 2.531 0.79395 1.5888
2008-07-15 1.628 10.9069 2.5562 0.79555 1.599
2008-07-14 1.6369 10.8473 2.5316 0.7975 1.5847
2008-07-11 1.6423 10.8216 2.545 0.79915 1.5835
2008-07-10 1.6357 10.7487 2.5274 0.79565 1.5708
2008-07-09 1.6502 10.7758 2.5282 0.79655 1.5715
2008-07-08 1.6476 10.7472 2.511 0.7944 1.5687
2008-07-07 1.6363 10.7507 2.5168 0.7963 1.5651
2008-07-04 1.628 10.7486 2.5274 0.7908 1.5671
2008-07-03 1.6509 10.8828 2.5535 0.7992 1.5885
2008-07-02 1.6438 10.8319 2.5231 0.7952 1.5806
2008-07-01 1.6519 10.8155 2.5371 0.7909 1.5775
2008-06-30 1.6371 10.8051 2.5112 0.79225 1.5764
2008-06-27 1.6383 10.8066 2.5282 0.79235 1.5748
2008-06-26 1.6389 10.8004 2.5015 0.79195 1.5731
2008-06-25 1.6308 10.7092 2.5021 0.7907 1.5599
2008-06-24 1.6326 10.6951 2.5089 0.79095 1.5568
2008-06-23 1.6305 10.6691 2.4956 0.79155 1.5521
2008-06-20 1.6352 10.7398 2.5048 0.78965 1.561
2008-06-19 1.6344 10.6472 2.488 0.7863 1.5481
2008-06-18 1.6461 10.6624 2.5015 0.7933 1.5493
2008-06-17 1.6472 10.666 2.5062 0.7944 1.5477
2008-06-16 1.6434 10.6673 2.5189 0.7873 1.5459
2008-06-13 1.6394 10.5846 2.5131 0.78835 1.5336
2008-06-12 1.6495 10.6493 2.5307 0.7912 1.5417
2008-06-11 1.6376 10.7339 2.5435 0.79145 1.5515
2008-06-10 1.6335 10.7525 2.5328 0.79335 1.5526
2008-06-09 1.6414 10.9273 2.5745 0.7974 1.5784
2008-06-06 1.626 10.7978 2.5353 0.7971 1.5597
2008-06-05 1.6169 10.699 2.5048 0.7897 1.5402
2008-06-04 1.61 10.7319 2.5271 0.7902 1.5466
2008-06-03 1.6272 10.7982 2.5267 0.79105 1.5593
2008-06-02 1.6243 10.7607 2.533 0.7915 1.5521
2008-05-30 1.6212 10.7657 2.5391 0.786 1.5508
2008-05-29 1.6214 10.7894 2.5637 0.7866 1.5551
2008-05-28 1.6339 10.8722 2.6033 0.79315 1.5656
2008-05-27 1.6371 10.95 2.6065 0.797 1.576
2008-05-26 1.642 10.9328 2.6154 0.79655 1.5761
2008-05-23 1.6376 10.9276 2.6024 0.7944 1.5742
2008-05-22 1.64 10.9387 2.6111 0.79405 1.5755
2008-05-21 1.6346 10.9636 2.5893 0.80145 1.5753
2008-05-20 1.6294 10.9059 2.5773 0.7964 1.5639
2008-05-19 1.6325 10.8654 2.5565 0.7976 1.5577
2008-05-16 1.632 10.8316 2.5513 0.79585 1.5498
2008-05-15 1.6541 10.8234 2.5733 0.7972 1.5474
2008-05-14 1.6558 10.8119 2.582 0.7951 1.5439
2008-05-13 1.6408 10.8139 2.5739 0.7938 1.5473
2008-05-12 1.6374 10.7828 2.5892 0.78885 1.543
2008-05-09 1.6466 10.8079 2.6279 0.7938 1.5458
2008-05-08 1.6312 10.7509 2.6041 0.78505 1.5347
2008-05-07 1.6312 10.7811 2.5652 0.78865 1.543
2008-05-06 1.6448 10.8499 2.5795 0.7881 1.5528
2008-05-05 1.6424 10.8033 2.5596 0.7852 1.546
2008-05-02 1.6554 10.8013 2.5588 0.779 1.5458
2008-04-30 1.6614 10.8586 2.643 0.79015 1.554
2008-04-29 1.671 10.8763 2.6408 0.78895 1.5571
2008-04-28 1.6666 10.9418 2.6008 0.7847 1.5628
2008-04-25 1.6744 10.9328 2.6197 0.78605 1.5596
2008-04-24 1.6689 11.0336 2.6137 0.798 1.5769
2008-04-23 1.6755 11.1304 2.6382 0.80345 1.594
2008-04-22 1.6851 11.1353 2.6469 0.7998 1.5931
2008-04-21 1.6873 11.1286 2.6519 0.8007 1.5898
2008-04-18 1.6882 11.0357 2.6116 0.7907 1.578
2008-04-17 1.6935 11.0847 2.6336 0.8017 1.5872
2008-04-16 1.7069 11.1365 2.6641 0.8061 1.5928
2008-04-15 1.7121 11.0677 2.6635 0.8049 1.5828
2008-04-14 1.7158 11.1067 2.6898 0.7986 1.5869
2008-04-11 1.7024 11.0934 2.6774 0.8017 1.5833
2008-04-10 1.702 11.0992 2.6861 0.8011 1.5875
2008-04-09 1.6941 11.0109 2.6645 0.7977 1.5726
2008-04-08 1.6968 10.9871 2.6768 0.7974 1.5694
2008-04-07 1.6977 10.9875 2.6703 0.78935 1.5693
2008-04-04 1.711 11.0302 2.6954 0.7855 1.5722
2008-04-03 1.7065 10.8927 2.6798 0.7832 1.5526
2008-04-02 1.7145 10.9712 2.7122 0.7885 1.5632
2008-04-01 1.7215 10.9802 2.7452 0.7888 1.566
2008-03-31 1.7334 11.0874 2.7554 0.7958 1.5812
2008-03-28 1.7171 11.0762 2.7551 0.7908 1.5796
2008-03-27 1.7088 11.0668 2.7275 0.7829 1.5786
2008-03-26 1.7043 11.047 2.7166 0.7881 1.571
2008-03-25 1.7036 10.968 2.7034 0.78105 1.5569
2008-03-20 1.7087 10.8757 2.6853 0.7783 1.5423
2008-03-19 1.6841 11.0833 2.6414 0.7859 1.5692
2008-03-18 1.6974 11.1675 2.6861 0.7817 1.5771
2008-03-17 1.7102 11.1699 2.7199 0.7857 1.577
2008-03-14 1.6531 11.0318 2.611 0.76755 1.5561
2008-03-13 1.6616 11.0441 2.6364 0.7658 1.5577
2008-03-12 1.6654 10.9902 2.6151 0.7666 1.5477
2008-03-11 1.6603 10.9235 2.6 0.76455 1.5379
2008-03-10 1.6601 10.8958 2.5839 0.7605 1.534
2008-03-07 1.6481 10.963 2.6086 0.7647 1.5417
2008-03-06 1.6351 10.8855 2.5483 0.7638 1.5319
2008-03-05 1.6405 10.8015 2.5452 0.7685 1.5196
2008-03-04 1.6304 10.8054 2.5356 0.7656 1.5206
2008-03-03 1.6274 10.8004 2.5704 0.766 1.5203
2008-02-29 1.6226 10.786 2.5496 0.7652 1.5167
2008-02-28 1.6038 10.756 2.5263 0.76135 1.5121
2008-02-27 1.6021 10.7444 2.5185 0.7576 1.5044
2008-02-26 1.6048 10.6468 2.5278 0.7536 1.4874
2008-02-25 1.6017 10.5974 2.5196 0.7537 1.4817
2008-02-22 1.6079 10.6041 2.5279 0.7548 1.4848
2008-02-21 1.6037 10.5234 2.5241 0.7527 1.4736
2008-02-20 1.6031 10.4697 2.5523 0.7544 1.4656
2008-02-19 1.5984 10.5523 2.548 0.7555 1.4742
2008-02-18 1.604 10.4827 2.5508 0.7503 1.4636
2008-02-15 1.6189 10.5396 2.5757 0.7478 1.4674
2008-02-14 1.6164 10.5167 2.5473 0.7416 1.4626
2008-02-13 1.6251 10.5019 2.5483 0.74315 1.4586
2008-02-12 1.6057 10.4441 2.5428 0.7451 1.4538
2008-02-11 1.6061 10.447 2.5601 0.7462 1.4542
2008-02-08 1.6233 10.4261 2.563 0.7448 1.4513
2008-02-07 1.6367 10.476 2.5802 0.7491 1.4569
2008-02-06 1.6315 10.5037 2.5737 0.747 1.4621
2008-02-05 1.6263 10.5511 2.5645 0.74605 1.4688
2008-02-04 1.6336 10.6597 2.5813 0.7502 1.4829
2008-02-01 1.651 10.7037 2.6026 0.74955 1.4889
2008-01-31 1.6682 10.6793 2.6241 0.7477 1.487
2008-01-30 1.6654 10.6508 2.631 0.7434 1.481
2008-01-29 1.6641 10.6284 2.6226 0.74295 1.4773
2008-01-28 1.6703 10.6192 2.6429 0.743 1.4755
2008-01-25 1.6652 10.6026 2.6234 0.7425 1.4705
2008-01-24 1.6763 10.5996 2.6339 0.74685 1.4663
2008-01-23 1.6883 10.5399 2.6503 0.7472 1.4574
2008-01-22 1.6876 10.4925 2.6579 0.74265 1.4494
2008-01-21 1.6734 10.4799 2.6412 0.74325 1.4482
2008-01-18 1.6697 10.6266 2.6026 0.7481 1.4674
2008-01-17 1.6642 10.6488 2.595 0.74615 1.4691
2008-01-16 1.6806 10.6982 2.6127 0.754 1.4792
2008-01-15 1.6533 10.7806 2.5824 0.7565 1.4886
2008-01-14 1.6555 10.8013 2.5956 0.76 1.4895
2008-01-11 1.6545 10.742 2.6004 0.7555 1.4792
2008-01-10 1.6611 10.6621 2.5873 0.7493 1.4662
2008-01-09 1.661 10.6606 2.5897 0.74865 1.468
2008-01-08 1.6712 10.6822 2.5796 0.7445 1.4705
2008-01-07 1.6856 10.7021 2.6027 0.74625 1.4723
2008-01-04 1.671 10.7109 2.5709 0.74495 1.4727
2008-01-03 1.674 10.7291 2.5979 0.7448 1.4753
2008-01-02 1.6673 10.7125 2.601 0.7413 1.4688
2007-12-31 1.6757 10.7524 2.5914 0.73335 1.4721
2007-12-28 1.6731 10.7312 2.5851 0.7348 1.4692
2007-12-27 1.6624 10.6221 2.558 0.72885 1.4516
2007-12-24 1.6527 10.5789 2.5805 0.7271 1.4398
2007-12-21 1.6613 10.5975 2.5829 0.7236 1.438
2007-12-20 1.672 10.5744 2.5861 0.7215 1.4349
2007-12-19 1.6724 10.6115 2.6094 0.7175 1.4385
2007-12-18 1.6703 10.6465 2.5983 0.71485 1.4416
2007-12-17 1.6766 10.6325 2.633 0.7137 1.4393
2007-12-14 1.6704 10.6953 2.6038 0.7157 1.4509
2007-12-13 1.6724 10.8202 2.6095 0.71935 1.4683
2007-12-12 1.6644 10.8257 2.5945 0.7196 1.4675
2007-12-11 1.6575 10.8287 2.5995 0.716 1.4672
2007-12-10 1.6707 10.8843 2.5905 0.7195 1.4718
2007-12-07 1.6712 10.8447 2.581 0.7202 1.4649
2007-12-06 1.6726 10.7838 2.6356 0.7185 1.4554
2007-12-05 1.695 10.8751 2.6462 0.7224 1.472
2007-12-04 1.6843 10.9061 2.6897 0.7149 1.4741
2007-12-03 1.6612 10.8565 2.6209 0.7107 1.4666
2007-11-30 1.6643 10.9231 2.6162 0.71455 1.4761
2007-11-29 1.6717 10.8802 2.6353 0.71475 1.4738
2007-11-28 1.6719 10.9047 2.6992 0.71375 1.4747
2007-11-27 1.7044 10.983 2.7757 0.71855 1.4874
2007-11-26 1.684 10.9807 2.6825 0.71795 1.4845
2007-11-23 1.6968 10.9675 2.6476 0.72025 1.4809
2007-11-22 1.7011 10.995 2.6247 0.71855 1.4829
2007-11-21 1.6952 10.9787 2.6431 0.7197 1.4814
2007-11-20 1.6657 10.9731 2.6027 0.71715 1.4785
2007-11-19 1.6456 10.8859 2.5534 0.71445 1.4654
2007-11-16 1.6399 10.8794 2.5407 0.71625 1.4651
2007-11-15 1.6425 10.8662 2.5634 0.71485 1.4639
2007-11-14 1.6308 10.9152 2.5479 0.7104 1.47
2007-11-13 1.6294 10.8581 2.586 0.7047 1.4607
2007-11-12 1.6516 10.8064 2.573 0.70445 1.4579
2007-11-09 1.5993 10.8813 2.5563 0.7004 1.4683
2007-11-08 1.5783 10.8832 2.5429 0.69625 1.4666
2007-11-07 1.5703 10.9563 2.5581 0.6996 1.4722
2007-11-06 1.5695 10.8419 2.5084 0.69685 1.4547
2007-11-05 1.5765 10.8009 2.5396 0.6962 1.4488
2007-11-02 1.5696 10.7953 2.5134 0.6951 1.4479
2007-11-01 1.5626 10.749 2.5141 0.6924 1.4423
2007-10-31 1.5658 10.7818 2.5204 0.6973 1.4447
2007-10-30 1.5688 10.7632 2.5362 0.6972 1.4407
2007-10-29 1.5652 10.7566 2.5407 0.69895 1.4391
2007-10-26 1.5734 10.7845 2.55 0.701 1.4384
2007-10-25 1.5813 10.706 2.5453 0.69765 1.4309
2007-10-24 1.5833 10.662 2.5596 0.6955 1.423
2007-10-23 1.5948 10.6972 2.5546 0.69575 1.4254
2007-10-22 1.612 10.6367 2.6174 0.6975 1.4166
2007-10-19 1.5932 10.7274 2.5611 0.6973 1.4288
2007-10-18 1.6054 10.7401 2.5958 0.698 1.4299
2007-10-17 1.5901 10.6719 2.5668 0.6973 1.42
2007-10-16 1.5929 10.638 2.5831 0.6965 1.415
