Period AUD CNY BRL GBP USD
2019-05-24 1.6205 7.7206 4.5247 0.88318 1.1187
2019-05-23 1.6199 7.7058 4.5187 0.881 1.1139
2019-05-22 1.6221 7.7108 4.5163 0.8828 1.1171
2019-05-21 1.6223 7.7081 4.5688 0.8761 1.1161
2019-05-20 1.6141 7.7228 4.5666 0.8762 1.1167
2019-05-17 1.6239 7.7245 4.5286 0.87595 1.1172
2019-05-16 1.6213 7.7067 4.4784 0.87463 1.1203
2019-05-15 1.6166 7.6925 4.4659 0.8682 1.1183
2019-05-14 1.6162 7.7252 4.4743 0.86723 1.1226
2019-05-13 1.6142 7.7335 4.4972 0.8635 1.1245
2019-05-10 1.6059 7.6628 4.4405 0.8625 1.123
2019-05-09 1.6046 7.6374 4.4368 0.8612 1.1193
2019-05-08 1.5987 7.595 4.4293 0.86095 1.1202
2019-05-07 1.5944 7.571 4.4383 0.85645 1.1185
2019-05-06 1.6021 7.5771 4.4468 0.8547 1.1199
2019-05-03 1.5943 7.5124 4.4194 0.85785 1.1155
2019-05-02 1.597 7.5508 4.4095 0.8593 1.1212
2019-04-30 1.5911 7.5541 4.405 0.86248 1.1218
2019-04-29 1.5825 7.5067 4.3849 0.8634 1.115
2019-04-26 1.5824 7.4991 4.4134 0.8634 1.1133
2019-04-25 1.5906 7.5047 4.4443 0.86435 1.1123
2019-04-24 1.5922 7.5304 4.3984 0.86545 1.1209
2019-04-23 1.5814 7.5557 4.4201 0.8645 1.1245
2019-04-18 1.5719 7.5445 4.4206 0.8647 1.125
2019-04-17 1.5712 7.5594 4.4046 0.86593 1.1301
2019-04-16 1.5767 7.5846 4.3922 0.8639 1.1305
2019-04-15 1.5761 7.5867 4.3985 0.86305 1.1313
2019-04-12 1.5771 7.5939 4.3884 0.8629 1.1321
2019-04-11 1.576 7.5672 4.3221 0.86168 1.1264
2019-04-10 1.5785 7.5758 4.3301 0.86083 1.1279
2019-04-09 1.5781 7.5688 4.3471 0.86335 1.1277
2019-04-08 1.5823 7.5561 4.3558 0.86183 1.1246
2019-04-05 1.5787 7.5457 4.3266 0.85938 1.1233
2019-04-04 1.5781 7.5353 4.334 0.85418 1.1219
2019-04-03 1.5794 7.5423 4.313 0.8539 1.1243
2019-04-02 1.5817 7.5265 4.3237 0.86 1.12
2019-04-01 1.5775 7.541 4.3564 0.85658 1.1236
2019-03-29 1.5821 7.5397 4.3865 0.8583 1.1235
2019-03-28 1.585 7.5595 4.4592 0.85555 1.1218
2019-03-27 1.5888 7.5729 4.4193 0.85118 1.1261
2019-03-26 1.5832 7.5818 4.3568 0.8533 1.1291
2019-03-25 1.5931 7.6015 4.4032 0.85638 1.1325
2019-03-22 1.5923 7.5868 4.376 0.8589 1.1302
2019-03-21 1.5985 7.6198 4.2924 0.8665 1.1387
2019-03-20 1.5999 7.6014 4.3012 0.8628 1.1354
2019-03-19 1.5986 7.6237 4.2878 0.85548 1.1358
2019-03-18 1.5981 7.6186 4.3323 0.8566 1.1349
2019-03-15 1.5988 7.5922 4.3576 0.85415 1.1308
2019-03-14 1.603 7.5984 4.333 0.85228 1.1295
2019-03-13 1.6005 7.5818 4.326 0.8588 1.1303
2019-03-12 1.5926 7.5643 4.3045 0.86145 1.1275
2019-03-11 1.5935 7.5612 4.3275 0.8624 1.1244
2019-03-08 1.5964 7.5451 4.3605 0.85905 1.1222
2019-03-07 1.6014 7.5622 4.3234 0.8588 1.1271
2019-03-06 1.6072 7.5857 4.2682 0.8597 1.1305
2019-03-05 1.6017 7.5939 4.2773 0.86358 1.1329
2019-03-04 1.599 7.5985 4.2794 0.85775 1.1337
2019-03-01 1.6 7.6332 4.3037 0.85968 1.1383
2019-02-28 1.5988 7.6309 4.2688 0.85835 1.1416
2019-02-27 1.5909 7.6073 4.245 0.85503 1.1386
2019-02-26 1.5897 7.6077 4.2574 0.86055 1.1361
2019-02-25 1.5831 7.5952 4.2322 0.86828 1.1355
2019-02-22 1.5923 7.6109 4.2392 0.87263 1.1325
2019-02-21 1.5969 7.6275 4.2476 0.86805 1.1354
2019-02-20 1.5844 7.6244 4.2019 0.86945 1.1342
2019-02-19 1.5881 7.6418 4.2039 0.87185 1.1294
2019-02-18 1.5825 7.6637 4.2213 0.8762 1.1328
2019-02-15 1.5836 7.6236 4.1852 0.87938 1.126
2019-02-14 1.5848 7.6347 4.2703 0.87945 1.1268
2019-02-13 1.59 7.6474 4.2163 0.87553 1.1305
2019-02-12 1.5926 7.6477 4.2013 0.87705 1.1296
2019-02-11 1.5983 7.6781 4.227 0.87615 1.1309
2019-02-08 1.6006 7.6527 4.2095 0.8749 1.1346
2019-02-07 1.5954 7.652 4.2198 0.8775 1.1345
2019-02-06 1.5968 7.685 4.2017 0.8787 1.1394
2019-02-05 1.5771 7.6938 4.1942 0.87803 1.1423
2019-02-04 1.5852 7.7194 4.2142 0.87678 1.1445
2019-02-01 1.5789 7.7262 4.211 0.87888 1.1471
2019-01-31 1.5787 7.701 4.2041 0.87578 1.1488
2019-01-30 1.5885 7.6767 4.2392 0.87341 1.1429
2019-01-29 1.5954 7.6927 4.2735 0.86735 1.1422
2019-01-28 1.5913 7.6997 4.2872 0.86888 1.1418
2019-01-25 1.5939 7.6699 4.2737 0.8658 1.1346
2019-01-24 1.5967 7.7041 4.2869 0.87085 1.1341
2019-01-23 1.5934 7.7147 4.3244 0.87213 1.1367
2019-01-22 1.5923 7.7299 4.2622 0.88 1.1354
2019-01-21 1.5889 7.7238 4.2853 0.88303 1.1362
2019-01-18 1.585 7.7291 4.2701 0.88125 1.1402
2019-01-17 1.5895 7.7167 4.2879 0.8826 1.1396
2019-01-16 1.5874 7.7018 4.2271 0.8859 1.1389
2019-01-15 1.5884 7.723 4.237 0.89025 1.1424
2019-01-14 1.5945 7.7595 4.2739 0.89263 1.1467
2019-01-11 1.597 7.7922 4.2849 0.90015 1.1533
2019-01-10 1.6031 7.8213 4.2451 0.90423 1.1535
2019-01-09 1.5982 7.8226 4.2245 0.89913 1.1455
2019-01-08 1.6042 7.8405 4.2604 0.89743 1.144
2019-01-07 1.604 7.8421 4.2289 0.8972 1.1445
2019-01-04 1.6189 7.828 4.2889 0.89988 1.1403
2019-01-03 1.6287 7.8019 4.2814 0.90312 1.1348
2019-01-02 1.6273 7.8165 4.393 0.90165 1.1397
2018-12-31 1.622 7.8751 4.444 0.89453 1.145
2018-12-28 1.6215 7.8778 4.4427 0.90273 1.1454
2018-12-27 1.6161 7.8109 4.4786 0.90073 1.1377
2018-12-24 1.6186 7.873 4.4537 0.90038 1.1408
2018-12-21 1.6081 7.8825 4.4099 0.90215 1.1414
2018-12-20 1.605 7.8864 4.4076 0.90335 1.1451
2018-12-19 1.5879 7.8683 4.4515 0.90318 1.1405
2018-12-18 1.581 7.8455 4.4366 0.89715 1.1377
2018-12-17 1.5801 7.8222 4.4355 0.8989 1.1341
2018-12-14 1.5753 7.788 4.4129 0.89835 1.1285
2018-12-13 1.5729 7.8246 4.4083 0.89848 1.1371
2018-12-12 1.5732 7.8155 4.3881 0.90135 1.1346
2018-12-11 1.5778 7.8498 4.4417 0.90228 1.1379
2018-12-10 1.5842 7.8967 4.4524 0.90245 1.1425
2018-12-07 1.5766 7.8244 4.4358 0.89085 1.1371
2018-12-06 1.5745 7.8239 4.437 0.8893 1.1351
2018-12-05 1.5569 7.7848 4.3692 0.88885 1.1354
2018-12-04 1.5451 7.7986 4.3642 0.89058 1.1409
2018-12-03 1.5354 7.8074 4.3367 0.8915 1.1332
2018-11-30 1.5565 7.8897 4.3843 0.89068 1.1359
2018-11-29 1.5525 7.9063 4.3867 0.89135 1.1387
2018-11-28 1.5595 7.8464 4.3579 0.88245 1.1284
2018-11-27 1.5631 7.8708 4.4011 0.88748 1.1328
2018-11-26 1.5664 7.8869 4.3808 0.8844 1.1363
2018-11-23 1.5708 7.8866 4.3205 0.8848 1.1352
2018-11-22 1.5721 7.9052 4.3368 0.88598 1.1403
2018-11-21 1.5725 7.9121 4.3262 0.89108 1.1409
2018-11-20 1.5712 7.9299 4.2919 0.88908 1.1421
2018-11-19 1.566 7.9349 4.2907 0.89083 1.1427
2018-11-16 1.5623 7.8859 4.2666 0.8835 1.1346
2018-11-15 1.5564 7.8448 4.2772 0.8837 1.1305
2018-11-14 1.5657 7.8543 4.2901 0.87048 1.1296
2018-11-13 1.5628 7.8354 4.2479 0.86945 1.1261
2018-11-12 1.5623 7.8447 4.2217 0.87563 1.1265
2018-11-09 1.5663 7.8852 4.254 0.87053 1.1346
2018-11-08 1.5668 7.9192 4.2622 0.87163 1.1424
2018-11-07 1.575 7.9426 4.3061 0.87403 1.1487
2018-11-06 1.5789 7.9015 4.2833 0.87313 1.1428
2018-11-05 1.5803 7.878 4.2253 0.87535 1.137
2018-11-02 1.584 7.8712 4.2205 0.8787 1.1417
2018-11-01 1.5857 7.9046 4.2078 0.88173 1.1393
2018-10-31 1.5972 7.8935 4.1943 0.88873 1.1318
2018-10-30 1.6025 7.9203 4.2282 0.89148 1.1372
2018-10-29 1.6061 7.9195 4.1231 0.88788 1.1381
2018-10-26 1.6142 7.8801 4.2125 0.8868 1.1345
2018-10-25 1.6095 7.9276 4.2357 0.88533 1.1416
2018-10-24 1.6067 7.909 4.2198 0.88233 1.1389
2018-10-23 1.6243 7.9613 4.2412 0.88103 1.1478
2018-10-22 1.6185 7.9801 4.259 0.88425 1.1494
2018-10-19 1.6065 7.9489 4.2362 0.8802 1.147
2018-10-18 1.6119 7.9835 4.2453 0.87843 1.1505
2018-10-17 1.619 7.9887 4.309 0.87945 1.153
2018-10-16 1.6243 8.0095 4.3017 0.87593 1.1587
2018-10-15 1.6231 8.0135 4.3498 0.88045 1.1581
2018-10-12 1.6236 8.0043 4.3784 0.8764 1.1574
2018-10-11 1.6314 7.9982 4.327 0.8749 1.1575
2018-10-10 1.6206 7.9621 4.2893 0.87448 1.15
2018-10-09 1.6203 7.9185 4.3112 0.8768 1.1435
2018-10-08 1.6242 7.9502 4.3093 0.8801 1.1478
2018-10-05 1.627 7.9033 4.4216 0.88165 1.1506
2018-10-04 1.6234 7.9006 4.5116 0.8858 1.1502
2018-10-03 1.6146 7.9321 4.4737 0.88895 1.1548
2018-10-02 1.6081 7.9287 4.6002 0.89043 1.1543
2018-10-01 1.607 7.972 4.6869 0.89078 1.1606
2018-09-28 1.6048 7.9662 4.6535 0.8873 1.1576
2018-09-27 1.62 8.055 4.729 0.88973 1.1707
2018-09-26 1.6202 8.0685 4.7985 0.8908 1.1737
2018-09-25 1.6234 8.0958 4.8532 0.89425 1.1777
2018-09-24 1.6187 8.0729 4.7822 0.89458 1.1773
2018-09-21 1.6154 8.0503 4.792 0.894 1.1759
2018-09-20 1.6158 8.0559 4.839 0.8859 1.1769
2018-09-19 1.6109 7.9983 4.8582 0.88813 1.1667
2018-09-18 1.6244 8.0317 4.8481 0.88963 1.1697
2018-09-17 1.6258 8.0139 4.8942 0.88875 1.1671
2018-09-14 1.626 8.012 4.8921 0.89228 1.1689
2018-09-13 1.6167 7.9542 4.8214 0.89 1.162
2018-09-12 1.6268 7.9588 4.7859 0.89028 1.1585
2018-09-11 1.631 7.9499 4.8011 0.89068 1.1574
2018-09-10 1.6257 7.9413 4.7135 0.8934 1.1571
2018-09-07 1.6219 7.9476 4.715 0.89275 1.1615
2018-09-06 1.6164 7.9451 4.7918 0.89824 1.1634
2018-09-05 1.6144 7.9128 4.8364 0.90328 1.1582
2018-09-04 1.6091 7.9079 4.8358 0.90058 1.1562
2018-09-03 1.6109 7.9219 4.7859 0.90158 1.1609
2018-08-31 1.6129 7.9664 4.8591 0.8974 1.1651
2018-08-30 1.6015 7.9887 4.8221 0.89758 1.1692
2018-08-29 1.5989 7.9626 4.8451 0.905 1.166
2018-08-28 1.5924 7.9641 4.7909 0.9068 1.171
2018-08-27 1.5886 7.9396 4.7606 0.90365 1.1633
2018-08-24 1.5868 7.9326 4.7375 0.902 1.1588
2018-08-23 1.5888 7.9643 4.6976 0.89878 1.1579
2018-08-22 1.5785 7.947 4.6912 0.89928 1.1616
2018-08-21 1.5657 7.8748 4.5623 0.8974 1.1502
2018-08-20 1.5631 7.8351 4.4818 0.89478 1.142
2018-08-17 1.567 7.842 4.5001 0.89575 1.1391
2018-08-16 1.5647 7.8396 4.4228 0.89498 1.137
2018-08-15 1.5669 7.8298 4.4264 0.8913 1.1321
2018-08-14 1.5696 7.8488 4.4144 0.893 1.1406
2018-08-13 1.567 7.8537 4.4554 0.8933 1.1403
2018-08-10 1.5675 7.8468 4.3904 0.89675 1.1456
2018-08-09 1.5626 7.9053 4.3939 0.8994 1.1593
2018-08-08 1.5647 7.9231 4.3533 0.90085 1.1589
2018-08-07 1.5599 7.9171 4.3051 0.89483 1.1602
2018-08-06 1.5629 7.9066 4.2788 0.8928 1.1543
2018-08-03 1.5689 7.9195 4.3394 0.8905 1.1588
2018-08-02 1.5781 7.9518 4.3906 0.89145 1.1617
2018-08-01 1.5767 7.9519 4.4028 0.8904 1.1696
2018-07-31 1.5804 8.0178 4.3818 0.8922 1.1736
2018-07-30 1.5795 7.9712 4.3334 0.8907 1.1684
2018-07-27 1.5765 7.9454 4.3472 0.88823 1.1625
2018-07-26 1.5792 7.9464 4.3523 0.8886 1.1716
2018-07-25 1.5766 7.9047 4.3539 0.88855 1.169
2018-07-24 1.5797 7.9561 4.4184 0.89178 1.1706
2018-07-23 1.5821 7.9508 4.4322 0.8917 1.1716
2018-07-20 1.5818 7.921 4.4364 0.89445 1.167
2018-07-19 1.5804 7.8553 4.4874 0.89298 1.1588
2018-07-18 1.5794 7.8042 4.4804 0.89118 1.1611
2018-07-17 1.581 7.8324 4.5281 0.88725 1.1707
2018-07-16 1.5773 7.8273 4.509 0.8827 1.172
2018-07-13 1.5764 7.8012 4.5373 0.88488 1.1643
2018-07-12 1.5778 7.778 4.5049 0.88263 1.1658
2018-07-11 1.5869 7.8359 4.4923 0.88482 1.1735
2018-07-10 1.5739 7.7767 4.5513 0.88338 1.1713
2018-07-09 1.5755 7.7967 4.5564 0.88345 1.1789
2018-07-06 1.5809 7.7937 4.6279 0.88595 1.1724
2018-07-05 1.5821 7.7672 4.5521 0.8831 1.1709
2018-07-04 1.5763 7.7207 4.5346 0.88108 1.1642
2018-07-03 1.5761 7.7481 4.5429 0.8835 1.1665
2018-07-02 1.5825 7.7586 4.5227 0.8865 1.1639
2018-06-29 1.5787 7.717 4.4876 0.88605 1.1658
2018-06-28 1.5778 7.6728 4.4822 0.8852 1.1583
2018-06-27 1.5725 7.6649 4.4152 0.88173 1.1616
2018-06-26 1.5778 7.6749 4.4051 0.8816 1.1672
2018-06-25 1.5742 7.6468 4.4042 0.8804 1.17
2018-06-22 1.5681 7.5689 4.3617 0.87663 1.1648
2018-06-21 1.5664 7.4977 4.3567 0.8737 1.1538
2018-06-20 1.5688 7.4953 4.3273 0.87878 1.1578
2018-06-19 1.5695 7.4765 4.3536 0.87693 1.1534
2018-06-18 1.561 7.478 4.3472 0.87655 1.1613
2018-06-15 1.5518 7.4463 4.3761 0.8732 1.1596
2018-06-14 1.5514 7.5009 4.3312 0.87683 1.173
2018-06-13 1.5506 7.5293 4.3587 0.8821 1.1764
2018-06-12 1.5506 7.5496 4.3608 0.88175 1.1788
2018-06-11 1.5501 7.5518 4.3902 0.8818 1.179
2018-06-08 1.5496 7.5333 4.5149 0.87733 1.1754
2018-06-07 1.5457 7.566 4.5872 0.88123 1.1836
2018-06-06 1.5365 7.523 4.4924 0.87683 1.1765
2018-06-05 1.5335 7.477 4.3926 0.8739 1.1675
2018-06-04 1.5311 7.5166 4.3893 0.87673 1.1737
2018-06-01 1.5494 7.4883 4.3681 0.8768 1.1669
2018-05-31 1.5414 7.4951 4.3626 0.8768 1.1699
2018-05-30 1.5409 7.4673 4.3112 0.875 1.1632
2018-05-29 1.5366 7.4174 4.3415 0.87143 1.1558
2018-05-28 1.541 7.4508 4.2953 0.87465 1.1644
2018-05-25 1.5424 7.4611 4.2554 0.8754 1.1675
2018-05-24 1.5519 7.4868 4.2794 0.87475 1.1728
2018-05-23 1.5544 7.4797 4.304 0.87953 1.1708
2018-05-22 1.5543 7.5112 4.317 0.87688 1.1794
2018-05-21 1.5619 7.5097 4.3714 0.8764 1.1759
2018-05-18 1.5673 7.5147 4.3831 0.87325 1.1781
2018-05-17 1.5681 7.5174 4.3286 0.8735 1.1805
2018-05-16 1.5741 7.5137 4.3294 0.87418 1.1784
2018-05-15 1.5857 7.5606 4.3439 0.879 1.1883
2018-05-14 1.5861 7.5973 4.2927 0.8824 1.1988
2018-05-11 1.5801 7.5572 4.2486 0.88 1.1934
2018-05-10 1.5865 7.5419 4.2464 0.8781 1.1878
2018-05-09 1.5923 7.5628 4.2451 0.87445 1.1879
2018-05-08 1.5929 7.5586 4.2233 0.8793 1.187
2018-05-07 1.5882 7.5778 4.2162 0.8801 1.1902
2018-05-04 1.5915 7.6113 4.2446 0.88235 1.1969
2018-05-03 1.5926 7.6135 4.2367 0.8818 1.1992
2018-05-02 1.5987 7.6353 4.2293 0.8804 1.2007
2018-04-30 1.6013 7.6574 4.1932 0.8796 1.2079
2018-04-27 1.5975 7.6517 4.1992 0.877 1.207
2018-04-26 1.607 7.6962 4.2322 0.871 1.2168
2018-04-25 1.6118 7.7048 4.2705 0.8738 1.2185
2018-04-24 1.6038 7.7012 4.2085 0.87468 1.2213
2018-04-23 1.601 7.7208 4.1981 0.8764 1.2238
2018-04-20 1.5983 7.7449 4.1892 0.87608 1.2309
2018-04-19 1.5892 7.7717 4.1925 0.86975 1.2382
2018-04-18 1.5953 7.7826 4.2047 0.87105 1.2388
2018-04-17 1.591 7.7639 4.2158 0.8628 1.2357
2018-04-16 1.5928 7.7726 4.23 0.86465 1.237
2018-04-13 1.5801 7.7363 4.1979 0.864 1.2317
2018-04-12 1.5893 7.7452 4.1482 0.86745 1.2323
2018-04-11 1.598 7.7815 4.2333 0.8736 1.2384
2018-04-10 1.5976 7.7741 4.206 0.87183 1.2361
2018-04-09 1.605 7.7686 4.149 0.87088 1.2304
2018-04-06 1.5934 7.7138 4.1111 0.87295 1.2234
2018-04-05 1.594 7.7302 4.0452 0.87395 1.226
2018-04-04 1.5978 7.7409 4.1316 0.87573 1.2276
2018-04-03 1.5994 7.7351 4.0742 0.87523 1.2308
2018-03-29 1.6036 7.7468 4.0938 0.8749 1.2321
2018-03-28 1.6132 7.7971 4.1264 0.87605 1.2398
2018-03-27 1.607 7.773 4.1051 0.8794 1.2376
2018-03-26 1.6048 7.7924 4.0932 0.87248 1.2411
2018-03-23 1.5978 7.7975 4.0726 0.87285 1.2346
2018-03-22 1.5974 7.8016 4.0666 0.872 1.2316
2018-03-21 1.5994 7.777 4.0552 0.87403 1.2286
2018-03-20 1.5934 7.7744 4.041 0.87715 1.2276
2018-03-19 1.5994 7.7944 4.0567 0.87593 1.2309
2018-03-16 1.586 7.781 4.0464 0.88253 1.2301
2018-03-15 1.5735 7.7966 4.0579 0.8848 1.2341
2018-03-14 1.5644 7.8089 4.0244 0.8863 1.2369
2018-03-13 1.5683 7.8265 4.0142 0.8865 1.2378
2018-03-12 1.5641 7.7886 4.0087 0.8859 1.2302
2018-03-09 1.5772 7.7895 4.01 0.88893 1.2291
2018-03-08 1.5912 7.8696 4.0261 0.89465 1.2421
2018-03-07 1.5909 7.8484 4.0094 0.89513 1.2417
2018-03-06 1.584 7.8538 3.9927 0.89165 1.2411
2018-03-05 1.5887 7.803 4.0096 0.8907 1.2307
2018-03-02 1.5885 7.8121 4.0096 0.8932 1.2312
2018-03-01 1.5746 7.729 3.974 0.8852 1.2171
2018-02-28 1.5637 7.7285 3.9615 0.88415 1.2214
2018-02-27 1.5698 7.7665 3.9831 0.884 1.2301
2018-02-26 1.571 7.7723 3.9857 0.8782 1.232
2018-02-23 1.572 7.7914 3.9875 0.8794 1.2299
2018-02-22 1.5699 7.8085 4.0149 0.88343 1.2276
2018-02-21 1.5684 7.8112 4.008 0.88463 1.2312
2018-02-20 1.5648 7.829 4.0114 0.88168 1.234
2018-02-19 1.5676 7.8734 4.0126 0.8859 1.241
2018-02-16 1.5695 7.9077 4.0314 0.88803 1.2464
2018-02-15 1.5757 7.9261 4.0254 0.8866 1.2493
2018-02-14 1.5707 7.8341 4.0525 0.8904 1.2348
2018-02-13 1.5715 7.8244 4.0642 0.88935 1.2333
2018-02-12 1.5645 7.7604 4.0415 0.886 1.2263
2018-02-09 1.5721 7.7362 4.0244 0.8874 1.2273
2018-02-08 1.5694 7.7549 4.0034 0.87513 1.2252
2018-02-07 1.5684 7.7416 4.007 0.88675 1.2338
2018-02-06 1.5728 7.7446 4.0381 0.88885 1.2329
2018-02-05 1.5664 7.8248 4.0174 0.88568 1.244
2018-02-02 1.563 7.855 3.9993 0.8785 1.2492
2018-02-01 1.5567 7.8451 3.9488 0.8752 1.2459
2018-01-31 1.5357 7.834 3.9368 0.8791 1.2457
2018-01-30 1.5345 7.8566 3.928 0.8793 1.2421
2018-01-29 1.5302 7.8383 3.9209 0.8794 1.2379
2018-01-26 1.538 7.8693 3.9149 0.87335 1.2436
2018-01-25 1.5358 7.8549 3.9063 0.87038 1.2407
2018-01-24 1.531 7.8719 3.9437 0.87183 1.2352
2018-01-23 1.5365 7.8466 3.9453 0.8783 1.2249
2018-01-22 1.5287 7.8374 3.9083 0.88085 1.2239
2018-01-19 1.5302 7.8481 3.9312 0.88365 1.2255
2018-01-18 1.5311 7.8582 3.9321 0.88208 1.2235
2018-01-17 1.5314 7.8528 3.9497 0.88568 1.2203
2018-01-16 1.5379 7.878 3.9303 0.8886 1.223
2018-01-15 1.5434 7.904 3.9237 0.89043 1.2277
2018-01-12 1.5417 7.8417 3.8959 0.88983 1.2137
2018-01-11 1.5281 7.8127 3.8858 0.89075 1.2017
2018-01-10 1.5289 7.7996 3.8952 0.8867 1.1992
2018-01-09 1.5242 7.7865 3.8571 0.8827 1.1932
2018-01-08 1.5289 7.7816 3.8825 0.88413 1.1973
2018-01-05 1.5361 7.8151 3.9057 0.88883 1.2045
2018-01-04 1.5398 7.838 3.906 0.89103 1.2065
2018-01-03 1.5339 7.8168 3.9236 0.8864 1.2023
2018-01-02 1.5413 7.8338 3.9504 0.88953 1.2065
2017-12-29 1.5346 7.8044 3.9729 0.88723 1.1993
2017-12-28 1.533 7.8001 3.9496 0.88768 1.1934
2017-12-27 1.5316 7.7975 3.9196 0.88593 1.1895
2017-12-22 1.5358 7.7945 3.9349 0.88568 1.1853
2017-12-21 1.5451 7.8092 3.9214 0.88763 1.1859
2017-12-20 1.5427 7.7926 3.8953 0.8832 1.1845
2017-12-19 1.5406 7.8068 3.8862 0.885 1.1823
2017-12-18 1.5392 7.8055 3.8734 0.88208 1.1795
2017-12-15 1.5382 7.8022 3.9171 0.88253 1.1806
2017-12-14 1.5452 7.8278 3.9529 0.88163 1.1845
2017-12-13 1.5503 7.7692 3.8907 0.87905 1.1736
2017-12-12 1.5541 7.7875 3.9051 0.88068 1.1766
2017-12-11 1.5674 7.8069 3.8654 0.8825 1.1796
2017-12-08 1.562 7.7729 3.8435 0.87525 1.1742
2017-12-07 1.5682 7.8013 3.8824 0.88068 1.1786
2017-12-06 1.5565 7.8169 3.8193 0.88335 1.1817
2017-12-05 1.5512 7.8356 3.8192 0.88183 1.1847
2017-12-04 1.5585 7.8532 3.8558 0.87725 1.1865
2017-12-01 1.5693 7.8551 3.8824 0.88115 1.1885
2017-11-30 1.5659 7.8377 3.8668 0.87985 1.1849
2017-11-29 1.5627 7.8106 3.7936 0.88293 1.1827
2017-11-28 1.5619 7.8431 3.8287 0.89538 1.1888
2017-11-27 1.5656 7.8905 3.8564 0.89375 1.1952
2017-11-24 1.5585 7.8447 3.8379 0.8912 1.1877
2017-11-23 1.5532 7.7881 3.8403 0.89005 1.1848
2017-11-22 1.5503 7.7755 3.8288 0.8881 1.1749
2017-11-21 1.5466 7.7725 3.8207 0.88498 1.1718
2017-11-20 1.5592 7.8155 3.8388 0.8894 1.1781
2017-11-17 1.5632 7.8239 3.8658 0.89385 1.1795
2017-11-16 1.5507 7.8065 3.8579 0.89183 1.1771
2017-11-15 1.5582 7.8404 3.849 0.8991 1.184
2017-11-14 1.5361 7.795 3.8488 0.89585 1.1745
2017-11-13 1.5256 7.741 3.8362 0.89018 1.1656
2017-11-10 1.5197 7.7412 3.8084 0.8837 1.1654
2017-11-09 1.5144 7.7193 3.7762 0.88633 1.163
2017-11-08 1.5094 7.6838 3.7662 0.88405 1.159
2017-11-07 1.5112 7.675 3.7822 0.88038 1.1562
2017-11-06 1.512 7.6889 3.8174 0.8839 1.159
2017-11-03 1.5184 7.72 3.8012 0.88923 1.1657
2017-11-02 1.5117 7.7011 3.8047 0.8869 1.1645
2017-11-01 1.5136 7.6767 3.815 0.87385 1.1612
2017-10-31 1.521 7.7177 3.8059 0.87853 1.1638
2017-10-30 1.5148 7.7165 3.779 0.8798 1.1612
2017-10-27 1.5196 7.7225 3.8292 0.88633 1.1605
2017-10-26 1.5248 7.8003 3.803 0.8901 1.1753
2017-10-25 1.5282 7.8317 3.8134 0.88883 1.1785
2017-10-24 1.5117 7.8022 3.8022 0.89303 1.1761
2017-10-23 1.5018 7.7957 3.7493 0.8909 1.174
2017-10-20 1.5055 7.8217 3.7519 0.89623 1.1818
2017-10-19 1.5033 7.831 3.7561 0.89815 1.1834
2017-10-18 1.5009 7.7867 3.7199 0.89283 1.1749
2017-10-17 1.4994 7.7846 3.7358 0.89148 1.1759
2017-10-16 1.4996 7.7782 3.7304 0.88753 1.1803
2017-10-13 1.508 7.7831 3.7517 0.8898 1.181
2017-10-12 1.5175 7.8111 3.7654 0.90235 1.1856
2017-10-11 1.5186 7.7989 3.7515 0.8971 1.183
2017-10-10 1.5155 7.7609 3.7378 0.8941 1.1797
2017-10-09 1.5142 7.7788 3.7168 0.89195 1.1746
2017-10-06 1.506 7.7891 3.7 0.89535 1.1707
2017-10-05 1.5015 7.8108 3.6772 0.89153 1.1742
2017-10-04 1.4986 7.8163 3.6929 0.88768 1.1787
2017-10-03 1.5039 7.8073 3.7093 0.88793 1.1753
2017-10-02 1.5036 7.8138 3.7274 0.88418 1.1744
2017-09-29 1.5075 7.8534 3.7635 0.88178 1.1806
2017-09-28 1.5054 7.8436 3.7484 0.87635 1.1778
2017-09-27 1.4954 7.7984 3.7357 0.87565 1.1741
2017-09-26 1.4944 7.8189 3.7299 0.87775 1.1787
2017-09-25 1.4917 7.8599 3.7128 0.87938 1.1867
2017-09-22 1.5011 7.8805 3.7459 0.88155 1.1961
2017-09-21 1.5002 7.848 3.7353 0.8824 1.1905
2017-09-20 1.4891 7.8948 3.7579 0.8868 1.2007
2017-09-19 1.4969 7.8832 3.7429 0.88622 1.1972
2017-09-18 1.4947 7.852 3.7204 0.88253 1.1948
2017-09-15 1.4911 7.8299 3.7357 0.88043 1.1963
2017-09-14 1.4877 7.7918 3.7295 0.89123 1.1885
2017-09-13 1.4909 7.8249 3.7521 0.90243 1.1979
2017-09-12 1.4847 7.8024 3.7117 0.89878 1.1933
2017-09-11 1.4915 7.8329 3.7057 0.90775 1.1997
2017-09-08 1.4881 7.7926 3.7256 0.91268 1.206
2017-09-07 1.4926 7.7698 3.7098 0.91403 1.1971
2017-09-06 1.4961 7.785 3.7145 0.91428 1.1931
2017-09-05 1.4902 7.7865 3.707 0.9174 1.189
2017-09-04 1.496 7.7728 3.7379 0.91855 1.1905
2017-09-01 1.5021 7.8185 3.7423 0.92075 1.192
2017-08-31 1.5016 7.8059 3.741 0.91973 1.1825
2017-08-30 1.5016 7.8559 3.7768 0.92246 1.1916
2017-08-29 1.5111 7.9467 3.8106 0.92965 1.2048
